Sport,Home,Away,Date/Time,Score,Status,ScrapedAt
,Football,Hammond Morton (IN),Hobart (IN),61-58 (2OT),Processed,2025-02-01T18:18:06.931389
,Football,"Hancock
Senior Night",Calumet,18-47,Processed,2025-02-01T18:18:06.974395
,Football,Hart,Muskegon Orchard View,44-14,Processed,2025-02-01T18:18:07.016908
,Football,Hartford,Buchanan,18-51,Processed,2025-02-01T18:18:07.059910
,Football,Hartland,Northville,21-38,Processed,2025-02-01T18:18:07.102173
,Football,Haslett,St Johns,35-14,Processed,2025-02-01T18:18:07.145170
,Football,Hemlock,Saginaw Michigan Lutheran Seminary,0-40,Processed,2025-02-01T18:18:07.184696
,Football,Hillsdale,Clinton,12-22,Processed,2025-02-01T18:18:07.224847
,Football,Holland,Comstock Park,48-22,Processed,2025-02-01T18:18:07.262847
,Football,Holland Christian,Middleville Thornapple Kellogg,43-42,Processed,2025-02-01T18:18:07.302374
,Football,Holland Springfield (OH),Whitehouse Anthony Wayne (OH),13-43,Processed,2025-02-01T18:18:07.344368
,Football,Holland West Ottawa,Rockford,15-47,Processed,2025-02-01T18:18:07.383480
,Football,Holly,Swartz Creek,13-27,Processed,2025-02-01T18:18:07.423679
,Football,Houghton,Gladstone,42-17,Processed,2025-02-01T18:18:07.463678
,Football,Houghton Lake,Lake City,36-6,Processed,2025-02-01T18:18:07.511763
,Football,Hudsonville,Grandville,35-16,Processed,2025-02-01T18:18:07.561836
,Football,Hudsonville Unity Christian,Grand Rapids South Christian,50-21,Processed,2025-02-01T18:18:07.604764
,Football,Hurricane (WV),Charleston Capital (WV),63-28,Processed,2025-02-01T18:18:07.643353
,Football,Iron Mountain,Bark River-Harris,40-7,Processed,2025-02-01T18:18:07.685498
,Football,Ithaca,Saginaw Nouvel Catholic Central,42-19,Processed,2025-02-01T18:18:07.730656
,Football,Jackson,Chelsea,0-35,Processed,2025-02-01T18:18:07.771664
,Football,Jackson Lumen Christi,Traverse City St Francis,35-7,Processed,2025-02-01T18:18:07.813180
,Football,Jackson Northwest,Parma Western,31-44,Processed,2025-02-01T18:18:07.853179
,Football,"Jenison
Homecoming 2024",Caledonia,33-20,Processed,2025-02-01T18:18:07.894705
,Football,Kalamazoo Central,Battle Creek Central,66-14,Processed,2025-02-01T18:18:07.939706
,Football,Kalkaska,Grayling,6-25,Processed,2025-02-01T18:18:07.981217
,Football,"Kent City
Homecoming",White Cloud,50-6,Processed,2025-02-01T18:18:08.026224
,Football,Kewaunee (WI),Peshtigo (WI),28-6,Processed,2025-02-01T18:18:08.068231
,Football,Kingsford,Ishpeming Westwood,34-6,Processed,2025-02-01T18:18:08.110747
,Football,Kingsley,Cheboygan,43-13,Processed,2025-02-01T18:18:08.149748
,Football,Lake Fenton,Owosso,49-27,Processed,2025-02-01T18:18:08.191277
,Football,Lake Odessa Lakewood,Olivet,10-21,Processed,2025-02-01T18:18:08.232276
,Football,Lake Orion,Clarkston,20-13,Processed,2025-02-01T18:18:08.275286
,Football,Lansing Catholic,Ionia,31-8,Processed,2025-02-01T18:18:08.313806
,Football,Lansing Eastern,Williamston,16-52,Processed,2025-02-01T18:18:08.352809
,Football,Lansing Everett,East Lansing,26-39,Processed,2025-02-01T18:18:08.393335
,Football,Lansing Sexton,Eaton Rapids,63-7,Processed,2025-02-01T18:18:08.436335
,Football,Lansing Waverly,Holt,20-42,Processed,2025-02-01T18:18:08.478342
,Football,Lincoln Park,Southgate Anderson,14-48,Processed,2025-02-01T18:18:08.519477
,Football,Linden,Flint Kearsley,42-7,Processed,2025-02-01T18:18:08.559477
,Football,Livonia Clarenceville,Boyne City,7-48,Processed,2025-02-01T18:18:08.597995
,Football,Livonia Franklin,Livonia Churchill,34-0,Processed,2025-02-01T18:18:08.639999
,Football,Lucas (OH),Pioneer North Central (OH),50-0,Processed,2025-02-01T18:18:08.680005
,Football,Macomb L'Anse Creuse North,Utica,14-41,Processed,2025-02-01T18:18:08.717521
,Football,Madison Heights Madison,Clinton Township Clintondale,44-48,Processed,2025-02-01T18:18:08.757522
,Football,Mancelona,Charlevoix,14-44,Processed,2025-02-01T18:18:08.796727
,Football,Manistee,Shelby,62-14,Processed,2025-02-01T18:18:08.838726
,Football,Manton,Roscommon,44-41,Processed,2025-02-01T18:18:08.879733
,Football,Maple City Glen Lake,Johannesburg-Lewiston,62-0,Processed,2025-02-01T18:18:08.923963
,Football,Marlette,Vassar,48-38,Processed,2025-02-01T18:18:08.965964
,Football,Mason,Fowlerville,42-7,Processed,2025-02-01T18:18:09.009487
,Football,Mason County Central,Hesperia,50-13,Processed,2025-02-01T18:18:09.054686
,Football,Mattawan,St Joseph,24-7,Processed,2025-02-01T18:18:09.097208
,Football,Maumee (OH),Rossford (OH),45-7,Processed,2025-02-01T18:18:09.143731
,Football,McBain,Evart,36-29,Processed,2025-02-01T18:18:09.187409
,Football,Mentor (OH),Brunswick (OH),45-14,Processed,2025-02-01T18:18:09.228408
,Football,Midland Bullock Creek,Gladwin,18-28,Processed,2025-02-01T18:18:09.270414
,Football,Midland Dow,Bay City Central,49-7,Processed,2025-02-01T18:18:09.313116
,Football,Milan,Riverview,19-43,Processed,2025-02-01T18:18:09.353116
,Football,Millington,Elkton-Pigeon-Bay Port Laker,28-0,Processed,2025-02-01T18:18:09.392640
,Football,Mishicot (WI),Marinette (WI),20-14,Processed,2025-02-01T18:18:09.432834
,Football,Monroe,Dexter,7-49,Processed,2025-02-01T18:18:09.472841
,Football,Monroe St Mary Catholic Central,Flat Rock,37-14,Processed,2025-02-01T18:18:09.514359
,Football,Montague,Fremont,70-64,Processed,2025-02-01T18:18:09.555358
,Football,Montpelier (OH),Northwood (OH),7-18,Processed,2025-02-01T18:18:09.594882
,Football,Montrose,New Lothrop,26-20,Processed,2025-02-01T18:18:09.636410
,Football,Morral Ridgedale (OH),Mt Cory Cory-Rawson (OH),20-3,Processed,2025-02-01T18:18:09.675416
,Football,Morris (IL),Ottawa (IL),59-0,Processed,2025-02-01T18:18:09.719262
,Football,Muskegon,Muskegon Reeths-Puffer,47-7,Processed,2025-02-01T18:18:09.768350
,Football,Muskegon Catholic Central,Frankfort,24-26,Processed,2025-02-01T18:18:09.813808
,Football,Muskegon Mona Shores,Grand Rapids Union,48-0,Processed,2025-02-01T18:18:09.855317
,Football,Napoleon,Michigan Center,60-38,Processed,2025-02-01T18:18:09.899032
,Football,Negaunee,Menominee,19-34,Processed,2025-02-01T18:18:09.945649
,Football,New Boston Huron,Grosse Ile,31-7,Processed,2025-02-01T18:18:09.991979
,Football,New Haven,Clawson,8-46,Processed,2025-02-01T18:18:10.034979
,Football,Newaygo,Big Rapids,20-41,Processed,2025-02-01T18:18:10.078179
,Football,Newmarket Huron Heights (CN),Steubenville (OH),19-34,Processed,2025-02-01T18:18:10.120690
,Football,"Niles Brandywine
Homecoming",Benton Harbor,40-20,Processed,2025-02-01T18:18:10.164690
,Football,North Muskegon,Ravenna,40-0,Processed,2025-02-01T18:18:10.203747
,Football,Novi,Howell,21-35,Processed,2025-02-01T18:18:10.242749
,Football,Oak Park,Lapeer,12-26,Processed,2025-02-01T18:18:10.286275
,Football,Ogemaw Heights,Standish-Sterling,25-27,Processed,2025-02-01T18:18:10.336521
,Football,Okemos,Coldwater,21-14,Processed,2025-02-01T18:18:10.379529
,Football,Onsted,Blissfield,35-6,Processed,2025-02-01T18:18:10.421045
,Football,Ortonville Brandon,Goodrich,14-42,Processed,2025-02-01T18:18:10.461041
,Football,Oscoda,Benzie Central,54-28,Processed,2025-02-01T18:18:10.504568
,Football,Otisville LakeVille Memorial,Mt Morris,20-28,Processed,2025-02-01T18:18:10.545567
,Football,Ovid-Elsie,Chesaning,7-23,Processed,2025-02-01T18:18:10.587103
,Football,Petersburg Summerfield,Erie Mason,62-0,Processed,2025-02-01T18:18:10.628402
,Football,Petoskey,Marquette,28-23,Processed,2025-02-01T18:18:10.671813
,Football,Pewamo-Westphalia,Perry,49-6,Processed,2025-02-01T18:18:10.713329
,Football,Pinckney,Adrian,21-10,Processed,2025-02-01T18:18:10.754330
,Football,Plainwell,Otsego,21-49,Processed,2025-02-01T18:18:10.794797
,Football,Pontiac Notre Dame Prep,Ferndale,49-14,Processed,2025-02-01T18:18:10.837795
,Football,Port Huron,Warren Cousino,27-28,Processed,2025-02-01T18:18:10.878811
,Football,Portage Northern,Portage Central,6-23,Processed,2025-02-01T18:18:10.922323
,Football,Potterville,Fowler,6-41,Processed,2025-02-01T18:18:10.964323
,Football,Reading,Vermontville Maple Valley,53-26,Processed,2025-02-01T18:18:11.005844
,Football,Redford Thurston,Romulus,7-6,Processed,2025-02-01T18:18:11.049844
,Football,Reed City,Grant,40-6,Processed,2025-02-01T18:18:11.092673
,Football,Reese,Harbor Beach,14-48,Processed,2025-02-01T18:18:11.134855
,Football,Remus Chippewa Hills,Howard City Tri County,28-34,Processed,2025-02-01T18:18:11.176157
,Football,Richland Gull Lake,Kalamazoo Loy Norrix,11-31,Processed,2025-02-01T18:18:11.216770
,Football,Riverview Gabriel Richard,Macomb Lutheran North,22-30,Processed,2025-02-01T18:18:11.260219
,Football,Rochester,Harper Woods,15-44,Processed,2025-02-01T18:18:11.298701
,Football,Rochester Adams,Rochester Hills Stoney Creek,21-13,Processed,2025-02-01T18:18:11.339699
,Football,Rochester Hills Lutheran Northwest,Hamtramck,56-13,Processed,2025-02-01T18:18:11.380711
,Football,Romeo,Sterling Heights Stevenson,28-21,Processed,2025-02-01T18:18:11.419227
,Football,Roseville,Harrison Township L'Anse Creuse,53-7,Processed,2025-02-01T18:18:11.464227
,Football,Royal Oak,Pontiac,38-12,Processed,2025-02-01T18:18:11.507327
,Football,Royal Oak Shrine Catholic,Madison Heights Bishop Foley,42-14,Processed,2025-02-01T18:18:11.548326
,Football,Saginaw Heritage,Midland,13-28,Processed,2025-02-01T18:18:11.589517
,Football,Saginaw Swan Valley,Flint Powers Catholic,56-35,Processed,2025-02-01T18:18:11.633516
,Football,Saginaw Valley Lutheran,Carrollton,41-6,Processed,2025-02-01T18:18:11.679527
,Football,Saline,Ypsilanti Lincoln,42-0,Processed,2025-02-01T18:18:11.727041
,Football,Sand Creek,Stockbridge,40-35,Processed,2025-02-01T18:18:11.772665
,Football,Sandusky,Caro,38-6,Processed,2025-02-01T18:18:11.817802
,Football,Sault Ste Marie,Alpena,31-12,Processed,2025-02-01T18:18:11.858802
,Football,Schoolcraft,Saugatuck,56-7,Processed,2025-02-01T18:18:11.905277
,Football,Shepherd,Clare,0-49,Processed,2025-02-01T18:18:11.950276
,Football,"South Haven
Senior Night",Kalamazoo Hackett Catholic Prep,6-35,Processed,2025-02-01T18:18:12.001251
,Football,South Lyon,White Lake Lakeland,21-28,Processed,2025-02-01T18:18:12.050280
,Football,"Sparta
Homecoming",Cedar Springs,12-21,Processed,2025-02-01T18:18:12.095159
,Football,Springport,Union City,21-45,Processed,2025-02-01T18:18:12.140742
,Football,St Clair,Marysville,13-19,Processed,2025-02-01T18:18:12.186305
,Football,St Clair Shores Lake Shore,Madison Heights Lamphere,7-49,Processed,2025-02-01T18:18:12.228899
,Football,St Clair Shores Lakeview,Grosse Pointe South,14-49,Processed,2025-02-01T18:18:12.270904
,Football,St John Lake Central (IN),Merrillville (IN),10-43,Processed,2025-02-01T18:18:12.310236
,Football,St Louis,Sanford Meridian,13-35,Processed,2025-02-01T18:18:12.352235
,Football,Sterling Heights Parkway Christian,Whitmore Lake,8-40,Processed,2025-02-01T18:18:12.391757
,Football,Sturgis,Vicksburg,6-49,Processed,2025-02-01T18:18:12.430913
,Football,Tawas,Elk Rapids,8-44,Processed,2025-02-01T18:18:12.469916
,Football,Tecumseh,Ypsilanti Community,54-44,Processed,2025-02-01T18:18:12.510963
,Football,Three Rivers,Paw Paw,0-41,Processed,2025-02-01T18:18:12.551963
,Football,Toledo Central Catholic (OH),Orchard Lake St Mary's,7-6,Processed,2025-02-01T18:18:12.593485
,Football,Toledo St John's Jesuit (OH),Detroit Catholic Central,3-37,Processed,2025-02-01T18:18:12.634486
,Football,Toledo Whitmer (OH),Sylvania Northview (OH),63-0,Processed,2025-02-01T18:18:12.675500
,Football,Traverse City West,Mount Pleasant,30-13,Processed,2025-02-01T18:18:12.715015
,Football,Trenton,Allen Park,13-6,Processed,2025-02-01T18:18:12.758014
,Football,Unionville-Sebewaing,Ubly,14-46,Processed,2025-02-01T18:18:12.798291
,Football,Utica Eisenhower,Macomb Dakota,21-14,Processed,2025-02-01T18:18:12.837296
,Football,Utica Ford,Fraser,13-6,Processed,2025-02-01T18:18:12.877299
,Football,Vandercook Lake,Jonesville,6-52,Processed,2025-02-01T18:18:12.917815
,Football,Walkterton John Glenn (IN),Akron Tippecanoe Valley (IN),21-22,Processed,2025-02-01T18:18:12.959815
,Football,Warren De La Salle Collegiate,Bloomfield Hills Brother Rice,42-21,Processed,2025-02-01T18:18:13.002572
,Football,Warren Fitzgerald,Grosse Pointe North,34-42,Processed,2025-02-01T18:18:13.045572
,Football,Warren Lincoln,Hazel Park,20-58,Processed,2025-02-01T18:18:13.086554
,Football,Warren Mott,Port Huron Northern,0-20,Processed,2025-02-01T18:18:13.126550
,Football,Waterford Our Lady of the Lakes,Flint Southwestern,28-0,Processed,2025-02-01T18:18:13.164694
,Football,Watervliet,Allegan,0-31,Processed,2025-02-01T18:18:13.207226
,Football,Whitehall,Ludington,47-10,Processed,2025-02-01T18:18:13.248223
,Football,Wyandotte Roosevelt,South Lyon East,0-35,Processed,2025-02-01T18:18:13.288379
,Football,Wyoming Kelloggsville,Wyoming Godwin Heights,14-42,Processed,2025-02-01T18:18:13.326380
,Football,Yale,Algonac,42-7,Processed,2025-02-01T18:18:13.364379
,Football,Zeeland West,Wyoming,38-7,Processed,2025-02-01T18:18:13.408257
,Football,Eastpointe,Marine City,0-63,Processed,2025-02-01T18:18:13.452876
,Football,Flint New Standard Academy,Burton Bentley,8-16,Processed,2025-02-01T18:18:13.493590
,Football,Gaylord,Escanaba,19-15,Processed,2025-02-01T18:18:13.533592
,Football,"Gwinn
Homecoming",Manistique,6-36,Processed,2025-02-01T18:18:13.573598
,Football,Vanlue (OH),Windham (OH),0-48,Processed,2025-02-01T18:18:13.615119
,Football,Warren Michigan Collegiate,Romulus Summit Academy North,54-13,Processed,2025-02-01T18:18:13.655119
,Football,Warren Woods Tower,Sterling Heights,60-7,Processed,2025-02-01T18:18:13.693643
,Football,"PSL crossover
Detroit Douglass",Detroit Northwestern,20-14 (OT),Processed,2025-02-01T18:18:13.737830
,Football,"PSL crossover
Detroit East English",Detroit Pershing,26-40,Processed,2025-02-01T18:18:13.776839
,Football,"PSL crossover
Detroit Henry Ford",Detroit Mumford,28-12,Processed,2025-02-01T18:18:13.817499
,Football,"PSL crossover
Detroit Osborn",Detroit Communication Media Arts,40-18,Processed,2025-02-01T18:18:13.871714
,Football,"PSL crossover
Detroit Renaissance",Detroit Cody,38-8,Processed,2025-02-01T18:18:13.915697
,Football,"PSL crossover
Detroit Southeastern",Detroit Western,18-14,Processed,2025-02-01T18:18:13.959697
,Football,Essex (CN),Windsor Holy Names (CN),3-26,Processed,2025-02-01T18:18:14.004220
,Football,Redford Union,Melvindale,50-0,Processed,2025-02-01T18:18:14.049223
,Football,Algonac,Richmond,10-42,Processed,2025-02-01T18:18:14.097741
,Football,Allegan,South Haven,7-36,Processed,2025-02-01T18:18:14.138742
,Football,Allen Park,Gibraltar Carlson,0-42,Processed,2025-02-01T18:18:14.178750
,Football,Alma,Saginaw Swan Valley,13-45,Processed,2025-02-01T18:18:14.225273
,Football,Almont,North Branch,35-14,Processed,2025-02-01T18:18:14.274028
,Football,Ann Arbor Pioneer,Ann Arbor Huron,26-28,Processed,2025-02-01T18:18:14.315489
,Football,Armada,Imlay City,63-7,Processed,2025-02-01T18:18:14.368091
,Football,Arts & Technology Academy of Pontiac,Mount Clemens,6-14,Processed,2025-02-01T18:18:14.414210
,Football,Auburn Hills Avondale,Rochester Hills Stoney Creek,12-49,Processed,2025-02-01T18:18:14.460666
,Football,Bath,Dansville,41-0,Processed,2025-02-01T18:18:14.503403
,Football,Battle Creek Lakeview,Portage Central,0-50,Processed,2025-02-01T18:18:14.544402
,Football,Bay City Central,Traverse City Central,0-20,Processed,2025-02-01T18:18:14.584413
,Football,"JPC crossover
Beaverton",Standish-Sterling,0-1 Forfeit,Processed,2025-02-01T18:18:14.625609
,Football,Belleville,Dearborn Fordson,31-0,Processed,2025-02-01T18:18:14.666608
,Football,Benton Harbor,Berrien Springs,0-46,Processed,2025-02-01T18:18:14.706976
,Football,Berkley,Rochester,7-56,Processed,2025-02-01T18:18:14.747979
,Football,Big Rapids,Coopersville,24-7,Processed,2025-02-01T18:18:14.793504
,Football,Birmingham Seaholm,West Bloomfield,3-34,Processed,2025-02-01T18:18:14.832501
,Football,Blissfield,Adrian Madison,20-14,Processed,2025-02-01T18:18:14.877517
,Football,Bloomfield Hills Brother Rice,Orchard Lake St Mary's,10-51,Processed,2025-02-01T18:18:14.924636
,Football,Boyne City,Oscoda,36-0,Processed,2025-02-01T18:18:14.971636
,Football,Bridgeport,Essexville Garber,6-37,Processed,2025-02-01T18:18:15.015161
,Football,Brownstown Woodhaven,Lincoln Park,7-19,Processed,2025-02-01T18:18:15.058161
,Football,Burton Bendle,Flint New Standard Academy,35-0,Processed,2025-02-01T18:18:15.098682
,Football,Burton Bentley,Burton Atherton,20-27,Processed,2025-02-01T18:18:15.140911
,Football,Byron Center,Muskegon,17-14,Processed,2025-02-01T18:18:15.184919
,Football,Caledonia,Hudsonville,13-35,Processed,2025-02-01T18:18:15.226256
,Football,Canton,Hartland,7-44,Processed,2025-02-01T18:18:15.269260
,Football,Canton McKinley (OH),Jackson (OH),7-20,Processed,2025-02-01T18:18:15.311783
,Football,Caro,Vassar,36-27,Processed,2025-02-01T18:18:15.355782
,Football,Carrollton,Pinckney,7-42,Processed,2025-02-01T18:18:15.401120
,Football,Cass City,Ubly,12-30,Processed,2025-02-01T18:18:15.446118
,Football,Cedar Springs,Allendale,56-6,Processed,2025-02-01T18:18:15.489779
,Football,Center Line,Warren Lincoln,40-14,Processed,2025-02-01T18:18:15.533778
,Football,Central Montcalm,White Cloud,62-6,Processed,2025-02-01T18:18:15.577789
,Football,Centreville,Muskegon Catholic Central,16-8,Processed,2025-02-01T18:18:15.622501
,Football,Charlevoix,Tawas,38-0,Processed,2025-02-01T18:18:15.665500
,Football,Cheboygan,Grayling,30-22,Processed,2025-02-01T18:18:15.710034
,Football,Cincinnati Elder (OH),Indianapolis Chatard (IN),14-0,Processed,2025-02-01T18:18:15.753035
,Football,Clarkston,Bloomfield Hills,41-0,Processed,2025-02-01T18:18:15.797225
,Football,Clawson,Eastpointe,70-0,Processed,2025-02-01T18:18:15.843228
,Football,Clinton Township Clintondale,Marysville,0-45,Processed,2025-02-01T18:18:15.888298
,Football,Coloma,Galesburg-Augusta,32-27,Processed,2025-02-01T18:18:15.930300
,Football,Comstock,Hartford,20-53,Processed,2025-02-01T18:18:15.978674
,Football,Davison,Grand Blanc,49-55,Processed,2025-02-01T18:18:16.024754
,Football,Dearborn Divine Child,Redford Westfield Prep,43-6,Processed,2025-02-01T18:18:16.070751
,Football,Dearborn Heights Crestwood,Dearborn Heights Robichaud,21-6,Processed,2025-02-01T18:18:16.117597
,Football,Delton Kellogg,Schoolcraft,8-54,Processed,2025-02-01T18:18:16.159127
,Football,"PSL championship game
Detroit Denby",Detroit Central,18-22,Processed,2025-02-01T18:18:16.205310
,Football,Detroit Edison,Ecorse,26-10,Processed,2025-02-01T18:18:16.251957
,Football,"Detroit Lincoln-King
HOMECOMING",Melvindale Academy for Business & Tech,52-0,Processed,2025-02-01T18:18:16.294613
,Football,"PSL Blue City Championship Game
Detroit Martin Luther King",Detroit Cass Tech,14-30,Processed,2025-02-01T18:18:16.338892
,Football,Detroit Old Redford,Southfield Bradford Academy,36-0,Processed,2025-02-01T18:18:16.378897
,Football,DeWitt,Okemos,62-7,Processed,2025-02-01T18:18:16.421229
,Football,Dexter,Ypsilanti Lincoln,41-23,Processed,2025-02-01T18:18:16.467233
,Football,Dowagiac,Buchanan,18-35,Processed,2025-02-01T18:18:16.515590
,Football,Durand,Chesaning,36-39,Processed,2025-02-01T18:18:16.562468
