Alias_Name,GameCount,Standardized_Name
Lyle Township (MN),2,Lyle (MN)
Lyle-Austin Pacelli (MN),185,Lyle-Austin Pacelli (MN)
Mabel Canton (MN),17,Mabel-Canton (MN)
Mabel-Canton (MN),470,Mabel-Canton (MN)
Madelia (MN),357,Madelia (MN)
Madelia-Truman (MN),125,Madelia-Truman (MN)
Madison (MN),238,Madison (MN)
Madison Lac Qui (MN),18,Madison Lac qui Parle Valley (MN)
Madison Lac qui Parle Valley (MN),278,Madison Lac qui Parle Valley (MN)
Mahnomen (MN),493,Mahnomen (MN)
Mahnomen Waubun (MN),19,Mahnomen-Waubun (MN)
Mahnomen-Waubun (MN),62,Mahnomen-Waubun (MN)
Mahtomedi (MN),617,Mahtomedi (MN)
Mankato (MN),294,Mankato (MN)
Mankato East (MN),462,Mankato East (MN)
Mankato Loyola (MN),402,Mankato Loyola (MN)
Mankato West (MN),528,Mankato West (MN)
Maple Grove (MN),309,Maple Grove (MN)
Maple Lake (MN),461,Maple Lake (MN)
Mapleton (MN),130,Mapleton (MN)
Mapleton Maple River (MN),324,Mapleton Maple River (MN)
Maplewood Hill Murray (MN),18,Maplewood Hill-Murray (MN)
Maplewood Hill-Murray (MN),452,Maplewood Hill-Murray (MN)
Marshall (MN),578,Marshall (MN)
Marshall County Central-Newfolden Northern Freeze co-op (MN),159,Marshall County Central-Newfolden Northern Freeze co-op (MN)
Mayer Lutheran (MN),483,Mayer Lutheran (MN)
Maynard (MN),101,Maynard (MN)
Mazeppa (MN),128,Mazeppa (MN)
McGregor (MN),433,McGregor (MN)
Mcintosh-Winger (MN),114,Mcintosh-Winger (MN)
Medford (MN),434,Medford (MN)
Melrose (MN),488,Melrose (MN)
Menahga (MN),276,Menahga (MN)
Mendota Heights Sibley (MN),506,Mendota Heights Sibley (MN)
Mendota Heights Saint Thomas Academy (MN),546,Mendota Heights St. Thomas Academy (MN)
Mendota Heights St. Thomas (MN),19,Mendota Heights St. Thomas Academy (MN)
Middle River (MN),117,Middle River (MN)
Milaca (MN),449,Milaca (MN)
Milan (MN),140,Milan (MN)
Milroy (MN),122,Milroy (MN)
Minneapolis Blake (MN),386,Minneapolis Blake (MN)
Minneapolis Breck (MN),453,Minneapolis Breck (MN)
Minneapolis Central (MN),113,Minneapolis Central (MN)
Minneapolis De La Salle (MN),461,Minneapolis De La Salle (MN)
Minneapolis DeLaSalle (MN),111,Minneapolis De La Salle (MN)
